Id,EssayText,Score1,Score2
6268,"In  paragraph 21, it explains that China's panda is a specialist that eats almost nothing but bamboo and Australia's koala bear eats eucalyptus leaves exclusively. They differ from 2 python because the python is a generalist expanding the places they can live.",1,1
6269,Pandas and koalas are alike because they both don't eat meat and are not threats. They are diffent from cobras because cobras are very deadly animals and eat anything.,0,0
6272,Pandas in China are similar to Australia's koalas because the tend to only eat one type of food. Pandas will only eat eucalyptus leaves. They are different from pythons because they can live pretty much any where and learn how to survive.,1,1
6273,Pandas in China are similar to koala bears in Australia because they are both specialists. They can pruooldy only survive in that one environment. They are different from pythons because pythons can thrive in many different environments.,1,1
6274,Pandas in China are similar to the koalas in Australia because they are having less of an environment with people cutting down trees and killing their homes. They're different from pythons because pythons home growing since they have a new home in the everglade were they're overpopulating.,0,0
6275,Pandas are similar to koalas because they both mainly eat one thing. A python differs from these because they eat many different things to survive.,1,1
6276,"In the article pandas and koalas are labeled as specialist who eats greens ( bamboo and eucalyptus leaves) pandas and koalas have to be around their own creatures and their daily supply of food. Pythons, on the other hand, can tolerate being in the same environment as humans due to the support of technology. they are generalists that are capable to survive being around humans.",1,1
6277,Pandas in china are similar to koalas in Australia because they are specialists who only eat one type of food. They are different from pythons because pythons can spread out a lot further (through the world) than pandas or koalas can.,1,1
6278,The author revels that the specialist of china is the panda and it almost eats nothing but bamboo.While the Australia's specialist is the koalas bear who eats eucalyptus leaves.This animal's only eat one thing while python is the ultimate being that can live anyone not one area with specialist.,1,1
6280,Panda's in China are similar to koala's in Australia because they both exclusively eat one item. Panda bears eat only bamboo and koala's exclusively eat eucalyptus leaves. They are both different from pythons because pythons are generalist and can live mainly anywhere and eat almost anything.,2,2
6281,The two thing that are the same between a panda and koalas is that pandas eat bamboo and Australia's koala bear eats eucalyptus leaves as they explain in the article paragraph 21.,0,0
6285,Pandas are similar to koalas because they both walk on legs they both eat bamboo and leaves. They are different from pythons because pandas or koalas can't slither on the groun and they can eat a crocodile.,0,0
6286,Because pandas eats nothing but bamboo and koalas eucalyptus leaves which a python eats any and everything.,0,0
6287,"In the article it says pandas and koalas both eat plants. This differs from the python, because unlike pandas & koalas, pythons are carnivores.",0,0
6288,Pandas in China are like koalas in Australia because they are both specialist and basically just have one food source. Pandas have bamboo and koalas have eucalyptus leaves. They are different from pythons because pythons are generalist and they are specialist so pythons can live in many places and pandas and koalas really don't,1,1
6289,"Pandas in China compare to koalas in Australia due to the fact they both exclusively eat one type of plant. While pandas live off of bamboo, koalas live off of eucalyptus leaves. However, both these animals differ from pythons because pythons eat anything and are a threat to society.",1,1
6296,The pandas in China are equivalent to the koalas because they don't eat a big variety of food such as a python. Pythons can eat anything from rats to aligators. A panda eat mostly bamboo and koalas eat eucalyptus leaves they don't have a wide variety of food.,1,1
6297,Pandas in China are similar to koalas because how big they are another conist. They 're differt from pythons because they're not as popular as pythons.,0,0
6299,Both pandas and koalas can live off only one type of food. pandas eat bamboo while koalas eat eucalyptus leaves. The python can adapt to its surroundings and eat what-ever it can find. It doesn't just live off of one type of food.,1,1
6300,Pandas and koalas are similar because the both have very specific diets. The python is different because they eat every thing.,1,1
6301,Pandas & Koalas are similar because they are both specialist species. Specialist specie favor stability. The panda & the Koalas are also both herbovores that eat mainly 1 exclusively plant. Pythons are diffrent because they are a generalist species. Generalists favor change unlike the specialist. Also a python is carnivorous and it's died ranges.,1,1
6304,Panda's in China are similar to koala in Australia because both usually eat only one thing. The article states that pandas only eat bamboo and koalas only eat eucalyptus leaves. They are both much different from python because a python eats almost anything. In the article people sawa python attempt to eat alligator.,1,1
6305,"A specialist is China pandas, which eats almost nothing but bamboo or Australia's koala bear, which eats eucalyptus leaves almost exclusively. They both are differend because, they don't have the same thing.",1,1
6306,"A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala eats eucalyptus leaves almost exclusively. They both are vegetion eating animals, but the python eat meat.",1,1
6307,Pandas in China are similar to koalas in Australia because they both exclusively eat one type of plant. They are different from pythons because pythons can eat whatever they want.,1,1
6308,"Pandas and Koalas are similar because they both need very little, Panda eat almost nothing but bamboo and Koala eat just eucalyptus leaves. They are different from pythons because they eat other populations invading and destroying the populations.",1,1
6309,"Pandas in China and koalas in Australia are similar because they eat one thing exclusively. However, according to the article they are different from pythons because pythons are generalists, they will eat more than one food.",1,1
6310,Pandas and Koala bear are similar because they are both specialists. The Panda lives on mainly bamboo. While the Koala's eats only eucalyptus leaves. These two specialists are different from a python because pythons are generalists.,1,1
6311,"If panda bears were found in China, and koalas in Australia then they are most likely to be there due to the natural habitat. because if pythons came to the northern part of the U.S they probably will not survive. But some are than its because a zoo knows what they need to survive, pandas and koalas are different from pythons because they it from plants at of nature. Pythons eat animals and may be hander for them to find.",0,0
6312,"Pandas in China are similar to koalas in Australia by how they really just eat one type of food. They are specialists; pandas only eat bamboo and koalas just eat eucalyptus leaves. Pandas can live anywhere from Florida to Antarctica to even outer space. If pandas or koalas are taken out of their natural habitat, they will most likely not survive.",1,1
6313,"Both the panda and the koala eat alot of leaves all the time, the panda eats bamboo and the koala eats eucalyptus leaves. Whats different from snakes and these bears is that the bears don't eat meat and most people don't have panda's or koalas for pets",1,1
6314,"Pandas in China are similar to koalas in australia, pandas eat almost nothing but bamboo. Australian koala bears which eats eucalyptus leaves. They're both different from pythons because pythons are snakes and snakes are reptiles that eat anything they can feed on.",1,1
6315,Pandas in China along with koalas in Australia are similar for they have very specific needs of conditions of survival because pandas only eat bamboo and koalas only eat eucalyptus leaves. A python though doesn't need as specific of living arrangnents besides a warm climate.,1,1
6316,"Pandas and koalas are similar because they are specialists. They eat only one thing; pandas eat bamboo, and koalas eat eucalyptus leaves. They differ from pythons because pythons are generalists. Generalists eat more than one type of food and can adapt to the environment around them.",2,2
6317,"Pandas are similar to Koalas because they both only really eat one thing Pandas (bamboo) Koalas (eucalyptus leaves) and turny and luk cuddely rather to the python which is vigious eats any thing that has blood, for example, it ate a aligator and dangeous.",1,1
6319,Pandas in China are similar to koalas in Australia because they are both a type of bear. Thee bears are different from a python because a python is a type of ''reptile.'',0,0
6321,"Pandas and koalas are similar because they are specialists, they survive on a very specific food source and a specific environment. However, pythons are generalists in that they don't require a specific food source and climate to survive. Subsequently, pythons can spread much farther than pandas and koalas.",2,2
6323,"Pandas and Koalas are different from pythons in many ways. One way is actions. What I mean by this is that Pandas and Koalas are ""lazy"" all they do is sit around eather bamboo or eucalyptus. Pythons on the other hand hunt for food and have to berry  about other predators.",0,0
6327,Pandas in China are similar to koalas in Australia because they both eat plants. They are both different from pythons because pandas and koalas are not snakes and are not deadly animals and they are not reptiles.,0,0
6328,"Pandas in China are similar to koala bears in Australia because they are both specialists. They like a stable enviorment that will always satisfy their needs, unlike generalist who like to change their enviorment and alter with theirs, and others, habitats pandas and koala bears are not like that, they are both specialists.",1,1
6332,China's panda & Australia's koala are similar because they're both specialists. Also the pand eats almost nothing besides bamboo. The koala eats almost nothing besides eucalyptus leaves. They both have a certain food they it & it makes them both very alike.,1,1
6333,"Pandas in China are similar to koalas in Australia because they are specialist animals that only can survive in their own habitats. ""A specialist is China's panda, which eats nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively. ""(Acenbach) Pandas and koalas are different from pythons, because pythons are generalist animals that can adapt and live almost anywhere unlike pandas and koalas that only can survive in their habitat.",2,2
6334,"Panda's and koala's are similar because they eat things like leaves and bamboo sticks. When on the other hand, pythons eat animals, and have a bigger history of hurting people.",0,0
6335,Pandas are similar to koalas because both species eat a certain thing. Pandas mostly eat bamboo and koalas eat eucalyptus. Also they are 'both mamals.' The article also calls the specialists which is a difference between koalas and pandas to pythons. Also pythons are reptiles and in the article called a generalist.,1,1
6336,Pandas in China are similar to koalas in Australia because they are totally different to pythons. They are both different to pythons because they have different food habits. For example in the article it says pandas eat bamboo and koalas eat eucalyptus leaves.,0,0
6337,Pandas in China and koalas in Australia are both specialist species. This is because they both survive off if one type of food and live off of stability. A python is a generalist species because it can live anywhere and adapt to change. Paragraphs 20 and 21 both describe what generalist and specialist species are and explain how they differ.,1,1
6338,"Pandas and koalas are similar because they're herbivores. They don't have meat in their diets. They eat plants that are also very similar. Koalas eat eucalyptus and pandas eat bamboo. Also, they are both specialists unlike pythons which are generalists. People don't want to harm or take koalas and pandas. Pythons are generalist who w/ assistance can live anywhere.",1,1
6339,Pandas from China and koala from Australia both eat almost nothing but one particular thing. They are different from pythons.,0,0
6340,Pandas in China are similar to koalas in Australia. Is because they both eat an excess amount of one thing. They say that MacInnes is not without an enviermental conscience. Which mence there has to be consstents in the envierment and both animals keep that constentness.,0,0
6341,Pandas in China and Koalas in Australia both are similar because they basically only eat one thing. In the story it talks about how the Panda in China basically only eats bamboo and how the Koalas in Australia only basically eat eucalyptus leaves. These two animals are both different from a python which basically eats anything.,1,1
6342,The difference proposed by the article between pandas and koalas and the python is the same are us between specialists and generalists respectively. Pandas and koalas are considered specialists because their survival is based on their ability to st subsist or a way specific that the python protrudes because it is generally able to survive in many habitats.,1,1
6343,"There are many differences between a panda from China, a koala from. Austrailia and a python. For example, panda's and koala's are specialist (they eat on specific food plants), while pythons eat everything and anything.",1,1
6345,Pandas in China and koalas in Australia are similar because they are specialist species. These two animals require certain factors in their habitat. They are different from pythons however because pandas and koalas are living in a fixed environment while pythons can move around.,1,1
6346,"Pandas in China are similar to koalas in Australia because they each only eat one type of food. Pythons, however eat many types of food.",1,1
6347,China's panda and Australia koala are similar because we are all fort of a vast experiment in the bending of organism from around the world.,0,0
6348,Panda's from China are similar to Koalas in Australia because they are both harmful. In the article it says all they do is eat. The Panda's eat almost nothing but bamboo. The Koala's almost eat nothing but eucalyptus leaves.,0,0
6349,Pandas and koalas are similar because they both live in hot climates. They both exclusively eat one kind of food . Pandas and koalas are different from pythons because pandas and koalas are mammals and a python is a reptile.,0,0
6350,"The panda and the koala are both specialists. A panda only eats bamboo and the koala only eats eucalyptus leaves. These animals aren't dangerous animals. They're not known for eating alligators or rats, like a python. Koalas and pandas aren't found everywhere but pythons can be found all throughout the U.S.",1,1
6354,"Pandas from China and koalas from Australia are similar because they are both specialists. They eat the same foods day in and day out and they have a limited range in which to live. Both of these animal are different from pythons, though, pythons are generalists much like us humans. Pythons can adapt to change and can live in numerous environments. On the other hand, pandas and koalas can do no such thing.",2,2
6356,Pandas and koalas are both specialist species. The article state that they are specialist because they both eat only a certain type of plant. Pandas only eat bamboo and koalas only eat eucalyptus leaves. They are different from the python because the python are samialist they can survive anywhere without difficulties.,1,1
6357,"China's panda and Australia's koala bear are both similar, and different than pythons. The panda and koala bear are both specialists in their countries, and both generally eat only one thing. Panda's and koalas are very different than pythons. Pythons are a generalist and are deadly, which is very different than pandas & koalas.",1,1
6358,According to the article panda's and koala's are similar because they are considered specialist. The things that they consume aren't harmful to others. Pythons can wipe out almost any populations of animals.,0,0
6359,Pandas in China are similar to koalas in Australia because they eating things that they normally dont eat. Both are different from pythons because they cant easily migrate.,0,0
6360,Pandas in China are similar to koalas in Australia because they are both specialists. They are also similar because each of them only eat one food source. Pandas eat almost nothing but bamboo and koalas eat eucalyptus leaves almost exclusively.,1,1
6361,"Pandas are similar to koalas because they both eat mainly one thing and not a variety of foods. They're both considered specialists because the article claims that pandas eat almost nothing but bamboo while koalas eat eucalyptus leaves almost exclusively. Pythons on the other hand, can eat several different animals and not just one like pandas and koalas. The article shows that pythons catch rats, alligators and more!",2,2
6362,"Pandas in China are similar to koalas in Australia because they both are picky in the terms of what they eat. They're different from pythons because they cannot live anywhere because they have to be around their types of food in order to survive. Pythons, on the other hand, can live anywhere from Florida to Antarctica to outer space.",1,1
6364,"Pandas in China are similar to koalas in Australia because they both only eat one thing. Pandas only eat bamboo, and koala bears eats eucalyptus leaves. But they are both different from pythons because pythons will eat any kind of meat. The mainly eat rats and mouses.",1,1
6365,Panda in China are similar to koalas in Australia because they are both specialists species that can only live on the food that is in those areas bamboo for pandas and eucalyptus leaves for the koala where as the pythons are generalist species that can eat just about nothing and live just about anywhere.,2,2
6366,The two are similar because pandas and koalas are animals that have a specific food. A python does not and seems to be able to adapt better to it's surrounding. Pythons have proven to be able to leave home but the koala and panda must have bamboo or eucalyptus leaves to survive.,2,2
6368,"Pandas in china are very similar to koalas in Australia because they are both specialist. They also both only eat basically one type of food. Pandas eat bamboo and koalas eat eucalyptus leaves. This makes them both different from pythons because pythons are generalists and pythons eat almost anything in sight, For example an alligator.",1,1
6369,"Pandas in China are similar to koalas in Australia because they're both specialists which means they can only survive on one special thing (bamboo or eucalyptus leaves). The article says ""A specialist is China's panda, which eats almost nothing but bamboo or Australia's koala bear which eats eucalyptus leaves almost exclusively."" They're both different from pythons because pythons are generalists. Generalists can live anywhere with the assistance of technology.",1,1
6372,"Pandas and koalas are similar because, all they eat is stuff from trees which are bamboo, and eucalyptus leaves. Pandas and koalas are different from pythons because , pandas and koalas are vegetarians . pythons eat meat like rabbits, even alligators.",1,1
6373,"A panda in China and a koala in Australia are both similar because they are specialists. Pandas eat only bamboo and a koala eats eucalyptus leaves almost exclusively (para 21). Both pandas and koalas are different from pythons because pythons are generalists. Pythons eat more than one type of food, just like a ""cockroach, a white-tailed dear"" (para 20). Therefore, pandas and koalas are specialists and pythons are generalists.",1,1
6374,"Pandas in China and koalas in Australia are similar, according to the article, because they are both specialist species, the article states that they can survive on one food source. They differ from the python because a python survives on a lot of different food sources.",1,1
6376,"Pandas in China are similar to koalas in Australia because they are both specialists. This means that they both only eat, ""almost nothing but bamboo"" or ""eucalyptus leaves almost exclusively"". The both have stability. They are different from pythons because a python is a generalist. This means that it is more abundant, and is favored with change.",1,1
6378,Pandas in China are simular to koalas in Australia because there both eat one thing all day and are specialists. There also different from other animals like the python because pandas and koalas are plant eaters and are pythons eat other animals and are generalists.,1,1
6379,"Pandas in China are to koalas in Australia because the both eat certain foods. Pandas eat only bamboo and koalas eat eucalyptus leaves. These animals differ from a python because pythons are invasive and very dangerous. Also, pandas & koalas are specialist animals when pythons are generalist.",1,1
6380,"They are both specialists meaning they need to stay in one place that is best suited for them. Pythons, however are generalist and can move around and live anywhere.",1,1
6381,"Pandas in China are similiar to koalas in Australia because the both eat nothing but one thing. They are both different from pythons because pythons eat almost everything. In the article is also talks about how pythons are generalists, while pandas and koalas are specialists.",1,1
6385,Pandas in China are similar to koalas in Australia whereas they can only live in certain ares. Most pandas are found in China and most koalas are found in Australia. They are kept away from pythons and are different from them because pythons are starting to be found everywhere including America.,1,1
6386,"Panda bears are similar to a koala bear by they are both bears, and they both eat plants. They are diffrent from a python by a python is a generalist and they are specialist. I know this because in the story it says ""a generalist is a raccoon, python, a cockroach, and a white tailed deer.",0,0
6387,China's panda and Australia's koala bear are similar because they are both specialists. These specialists are different from pythons because pythons are generalists.,0,0
6390,"Pandas in China are similar to koalas in Australia because it is a specialist which means that they eat nothing but bamboo or eucalyptus leaves almost exclusively. But a koala and a panda are both different from a python is a generalist, which can live anywhere from Florida to Antarctica to outer space. They also  do best when around humans.",1,1
6391,"The way pandas and koalas are similar is that they both only eat one type of food. In the article it says, pandas eat almost nothing but bamboo, koalas eat eucalyptus leaves exclusively. The way these two animals are different from a python is that pythons eat a lot more different food because they're in so many different environments.",1,1
6393,Pandas in china are similar to koalas in Australia because they are both specialist species. This is because they cannot survive outside their original habitat. Unlike pythons who are generalists species they can survive in generally any area.,1,1
6394,The pandas in China are similar to the koalas in Australia because they are both specialists. These two animals differ from pythons because pythons are generalists. Specialist can only live one areas nway in contrast to generalist who can adapt and live almost anywhere.,1,1
6395,They are different because the China pandas they eat nothing but bamboo and the koalas in Australia they only eat leaves and the pythons eat other animals and all  kinds of staff and the pandas and koalas live in fair fire it and cold temperatures on like the python they live in hot places and note the cold.,1,1
6398,"Pandas in China are similar to Koalas in Australia because they both need the food source they are used to, to live. Their both different from pythons because pythons can eat basically anything they find.",1,1
6399,"Pandas in China are similar to Koalas in Australia because they both only eat one thing to survive in there lifestyle. Both pandas and Koalas bears are different from pythons because pythons pretty much eat anything to survive, for example the python that ate a whole alligator or the python that had ate a wood rat and it was found in the belly of a python.",1,1
6401,China's panda is similar to Australia's koala because they basically eat the same thing act the same. They're different from pythons because they don't eat other animals. Most people would think a panda is better than a python because snakes can be dangerous.,0,0
6402,"A panda in China and koala from Australia are both similar because they mainly eat one food. For example, pandas eat nothing but bamboo and koala's eat nothing but eucalyptus leaves. They are both different from a python because a python is a generalist while pandas and koalas are specialists.",1,1
6405,"Panda in China and Koalas in Australia are similar because they are both specialists which according to the article,need stability for example, pandas live off of mostly bamboo and Koalas live almost exclusively off of eucalyptus leaves. They are different from pythons, generalists who have been able to adapt to the food sources and different parts of the world.",2,2
6406,"Pandas in China $ koala bears in Australia are similar because they both have a limited and small food source. China's panda ""eats almost nothing but bamboo"" and Australia's koala bear ""eats eucalyptus leaves almost exclusively."" If either animals were to be  taken away from their exclusive food source, they would struggle to survive $ not adapt ways. This is unlike the pythons because a python can easily live in many different places $ adapt well. They have much broder food source. Therefore make them to survive $ adapt there.",2,2
6408,"Koala bears and panda bears are similar because they are "" Specialists"" are animals that have hard time adapting to new climates and food sources. The article also states that both animals eat exclusively one food. Both animals are different than pythons because pythons are generalists not specialists. They can adapt to new habitats and food sources unlike the koala bear as panda bear.",2,2
6410,"Pandas in China are similar to koalas in Australia because they are both specialists. They can not live anywhere, because pandas need bamboo and koalas need eucalyptus leaves to eat. Without these they will starve. These are both different from pythons because a python can live anywhere, as long as the climate is the right temperature. This is because they can eat anything even an alligator if they need to.",2,2
6411,Pandas from China and koalas from Australia are similar because they both eat specific foods that suit them. They are both different from pythons because pythons can adapt to any place. Koalas and pandas can't because koala's only eats eucalyptus leaves and panda's only eat bamboo.,1,1
6414,"Pandas in China are similar to koala bears from Australia because they are both specialist and also, they both eat similar foods.",0,0
6415,The pandas and the koalas are similar but eat different foods. Pandas eat almost nothing but bamboo the koala which eats eucalyptus leaves almost exclusively. The pandas and the koala they need the same clima that the phythons have but the phythons are invades.,0,0
6416,Pandas in China are similar to koalas in Australia because they are both specialists they both have very specific eating habits. They are different from the generalist python because pythons can adapt better around humans. They eat a variety of foods and can live in different places.,1,1
6421,"The pandas in China only eat bamboo, while the koalas only eat eucalyptus leaves. While the pythons can eat anything from a small mouse to a large alligator.",1,1
6424,"Pandas and koalas are alike because unlike pythons they don't eat any meat. Most pandas only eat bamboo, and most koalas eat mostly eucalyptus.",1,1
6426,"Pandas in China are similar to koalas in Australia because they both eat alot. For example the panda eats almost nothing but bamboo. However, the koala bear eats eucalyptus leaves almost exclusively.",0,0
6428,"China's panda and Australia's koala are similar in that they both are specialists. China's panda eats almost nothing but bamboo, and Australia's koala eats eucalyptus leaves almost exclusively. They live by stability. These two are different then the python, because the python is a generalists. It does not live a stable life.",1,1
6429,"Pandas and kolas are similar because the generally only eat one thing. Pandas and kolas are different from a python because a python can eat almost anything that moves, while pandas and kolas can only eat a small variety of food.",1,1
6430,"Panda's from China and koalas from Australia are similar because they are both specialists. A specialist is an animal that can only live one way and only eat one thing. Pandas can only eat bamboo, and koalas can only eat eucalyptus leaves. Now the snake is different because it is a generalist. A generalist is an animal that can adapt. It can live in various places and eat various things.",2,2
6431,"Pandas and koalas are both herbavores and eat a special diet complised of one plant, pandas eat bamboo and koalas eat eucalyptus and both are gentle creatures while the python is a nasty predetor for mice and other small mammals and birds.",1,1
6432,"Pandas and koalas are similar because they are both a specialist species. According to the article specialist species are species that can't adapt to a different environment than their own. They are different from the python because the python is known as a generalist species, which according to the article means that they can adapt to any environment and be able to survive.",1,1
6433,Pandas in China are similar to koalas in Australia because they are both specialist animals. In the article it states that both are specialists because they both eat only one main food. Pandas eat bamboo and koalas and eucalyptus leaves.,1,1
6434,"Pandas and koalas both only eat one type of vegetation. ""China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves."" Now pythons will eat anything moving and can cause while species to go extinct. ""A python swallowed an alligator."" Pythons are carnivourous and pandas and koalas are vegetarians.",1,1
6436,Pandas in China are similar to koala in Australia because they both herbivores. Pandas eat bamboo and koalas eat eucalyptus leaves. They're relatively harmless and are specialists. They are both different than pythons because pythons are generalists and they eat meat.,1,1
6438,"The panda is similar to koala because they both eat things exclusively. Pandas only eat bamboo and koalas only eat eucalyptus. This is different from pythons in that they can survive almost anywhere. You take a panda away from the bamboo in China it won't live. Same goes for the koalas in Australia, but you could bring a python anywhere and it could still survive.",1,1
6442,"Pandas in china are like koalas in Australia because they both really only eat one thing everyday,all day  ""china's panda,which eats almost nothing but bamboo, or Australia's koalas ber which eats eucalyptus leaves almost exclusively""(21).They are different from a python because they are no where nearly as dangerous.",1,1
6443,Pandas from china and koalas from Australia are similar because they're eco-friendly species. They only eat plants and are no danger to humans. They're both different from to pythons because pythons are dangerous species and eat other animals that can disrupt our animal population they're also harmful to humans.,0,0
6444,"Pandas and koalas are similar in the way that they both only really eat 1 thing eucalyptus and bamboo. Pythons on the other hand, well eat really anything as supposed in the quote, ''a python swallowed an alligator.",1,1
6447,"Pandas in China and koalas in Australia are: what the article calls specialists. They can only live in Certain environments and unable to survive in others, pythons are what is called generalists. They are able to survive in different climates to adapt to places in different regions.",1,1
6448,"Pandas in China are similar to koalas in Australia because they both only eat and survive off of one type of food. Pandas only eat bamboo, and koalas only eat eucalyptus leaves. Both pandas and koalas are different from pythons because pythons will eat anything. The article even said that one python swallowed an alligator before; then it exploded.",2,2
6450,"Panda's in China are similar to koala's in Australia because they are both specialists, koalas and panda's are different from pythons because python's, one; aren't specialist and two they don't eat the same things.",0,0
6451,"Pandas in China are similar to koalas in Australia they both eat one common food. ""...China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus."" Pandas and koalas are different from a python because it can eat very large things even bigger than their body. ""A python swallowed n alligator.""",1,1
6452,"The artcl states that panda's only eat bamboo, one food. The koalas only eats one food, eucalyptus leaves. The difference between the the animals and python is the animals are vegitarians where pythons eat meat. They also live in different climates around the world.",1,1
6453,"Panda and koalas both have something in common and that thing is that they both aren't pets. But when you compare both pandas and koalas with a python, their is a huge difference, the python is a reptile just as it was described in the article, and koalas and pandas are mammals.",0,0
6454,"China's panda & Australia's koala are similar because they are both specialists. They differ from pythons because pythons are generalists. This is supported by the article because is paragraphs 19, 20, and 21, it explains the difference in specialists and generalists and classifies pandas and koalas as specialists and pythons as generalists.",0,0
6456,"Pandas in China are similar to koalas in Australia because pandas and koalas both eat mainly one thing which pandas eat almost nothing but bamboo and koalas eats eucalyptus and leaves everything, else exclusively. On the other hand, pandas and koalas are different from pythons because pythons eat just about anything they can eat and pandas and koalas eat only one thing.",1,1
6458,"Panda's and koalas are similar because they are both specialists. They both eat exclusively one thing. The panda eats bamboo, the koala eats eucalptis trees. They are different from pythons because pythons are generalists. The eat anything from alligators to mite.",2,2
6459,Pandas and koalas are both specialist. Pandas eat almost nothing except for bamboo and a koala bear rats eucalyptus. A python is a generalist. Pythons consome a variety of preys.,1,1
6460,Pandas in China only eat bamboo which is only found in certain Asian countrys. Koala bears in Australia only eat eucalyptus leaves which are only found in few parts of the world. If you take a panda or koala out of it's habitat then it won't survive unlike pythons which eat mice which are found anywhere.,2,2
6463,"Pandas and koalas are both different from pythons because they aren't a threat. They eat plant like things unlike pythons. If they could, pythons would eat us. Pandas + koalas are cute and fluffy + pleasing to the eye. Pythons are scary and slimey and people are affraid to even go near them.",0,0
6465,Pandas from China are similar to koalas in Australia because pandas and koalas both live in a warm climate and both eat leaves mainly. Both are different from pythons because they do not feed on alligators or any animal all they eat are leaves and bamboo.,1,1
6466,"Pandas in China are similar to koalas in Australia because both of this particular animals are that pananda always eats bamboo, and koalas always eat eucalyptus leaves, but of these animals always eat the same for which is not affect their environment. Both of these animals are different from pythons because these animals do not eat other animals including their own species according to the article. The python is more likely to eat its own species while pandas and koalas do not.",1,1
6468,Pandas in China are similar to koalas in Australia and are different from pythons because a panda which eat almost nothing but bamboo and koala bear which eats eucalyptus leaves almost exclusively. They can live only in habitats with those resources and a python can live anywhere from Florida to Antarctica.,1,1
6471,"Pandas in China are similar to koalas in Australia because they are specialists. For example in par.11, it says, "" a specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"", they are both different from pythons because pythons are generalists to other meds, pythons can live in almost any available environment.",1,1
6474,"Pandas in China are similar to koalas in Australia by eating plants & only plants. They are both covered in for & can live in cooler climates. Unlike pandas & koalas, a python eats whatever it sees, for example, one ate an alligator. Pythons can barley  survive in cooler climates, where they live should be warm. mainly scotching hot.",1,1
6475,"Pandas in China are similar to koalas in Australia because they are both specialists and do not harm earth. They are different from pythons because pythons are generalists and harm earth. pythons, ""favor change"" while specialists favor stability. All the pandas and koalas need to survive is bamboo and leaves, but pythons need to eat other animals in order to survive.",1,1
6477,"Pandas in China are similar to koalas in Australia yet, they both are so different from pythons in many ways. Both the panda and koala eat only a few specific things and are specialists. ON the other hand, pythons are generalists and can adapt anywhere. The China panda and Australian koala are very similar, yet both opposites of the python.",1,1
6478,"Pandas and koalas are similar because in the article it says, ""Chinas panda, which eats almost nothing but bamboo,"" ... ""koala bear, eats eucalyptus leaves almost exclusively. "" As to pythons which can eat almost everything.",1,1
6480,"China's Panda is similar to Australia's Koala because they only eat mainly bamboo for the Panda, they basically only eat one main food source for themselves. The panda's and Koala's are different from the python's because they are abundant and often do best when they are around humans. Also, Panda's and Koala's are specialists and Python's are generalist.",1,1
6481,"China's panda ""eats almost nothing but bamboo"" and Australia's koala ""eats eucalyptus leaves almost exclusively"" and specialist species because they need certain environments to live. A python is able to adapt to its environment meaning it is different from pandas and koalas because it is a generalist species.",1,1
6482,"Pandas in China are similar to koalas in Australia because the both only eat one thing. And that is plants. ""A specialist is china's panda, which eats almost nothing but bamboo or Australia's koala bear which eats eucalyptus leaves almost exclusively. Unlike pandas and koalas. Pythons eat anything.",1,1
6487,In the article it explains that pythons are carnivores which means they eat meat. So they're different from both pandas in China and koala bears in Australia because pandas eat nothing but bamboo and koalas only eat eucalyptus leaves.,1,1
6488,"Pandas and koalas are similar because they depend on only one food supply, while pythons eat a variaty of different animals.",1,1
6489,Pandas and Koalas are similar because both dont cause any harm and also in paragraph 21 says that they eat plants. They are different from pythons because pandas $ koalas dont harm other animals unlike pythons because pythons are a reason why other animals are extinct.,0,0
6491,"Pandas in China eat diffrent then koalas in Australia. In the story ""One mans pet, another's invasive species,"" paragraph 21 the writer says China's panda eats almost nothing but bamboo, while Australia's koala eats mostly eucalyptus leaves. There both different from pythons, pythons don't have a set diet.",1,1
6492,"Pandas in China are similar to Koalas in Australia because they generally consume only one food source. These two mammals are specialists, unlike the python which is a generalist.Pythons are among the most abundant and can live anywhere with the help of technology whereas specialists like pandas and Koalas favor stability.",1,1
6493,"Panda's are similar to Koala's in Australia. These not so much similar just different but their different because, they both eat different foods and one can travel from Florida to Antortic and from there to outer space they both different from a phython because their not visiouse animals.",0,0
6494,"Pandas in China and bamboo in Australia are similar because they are both specialists. They both only eat a certain food and therefore can only live in certain places. They are both different from pythons because pythons are generalists, the opposite of specialists, unlike specialists generalists live in warmer areas and aren't limited to one food.",2,2
6495,"Pandas and akoalas are different from pythons because there not carnivores they are plant eaters and in the story it says ""a specialist is China's panda, which eats almost nothing but bamboo"" or ""Australias koala bear, which eats eucalyptus.",1,1
6497,Pandas are similar to koalas by they both have fur eat only leaves and grass. They are both different to pythons because in the artical it says the pythons are reptiles.,0,0
6498,Pandas in China are similar to koalas in Australia in the fact that they are both specialists. Pandas and koalas have very specific habitats and life cycle. On the other hand a python is a generalist. The python has a wider range of habitat and a less specific lifestyle.,1,1
6501,Pandas and koalas are simular because they are both explained as specialist spiecies because they only eat one kind of thing. Pythons are diffrent because they eat many things like snakes and alligators so they are generalist spiecies.,1,1
